Palavra_Chave;Bundle_Id;Nome_do_aplicativo;Numero_de_avaliacoes;Numero_de_estrelas;Numero_de_instalacoes;Tamanho do aplicativo;Versao_do_android_exigida;Numero_de_comentarios;Avaliacoes_sem_comentario
programming;com.codengoclient;CodeNGo Coding Academy: Learn To Code Free;48;4.6;5,000+;34M;6.0 and up;26;22
programming;com.muzudre.Probooks;iBooks: Free Coding eBooks 👨‍💻 Programming Books;70;4.5;5,000+;Varies with device;4.1 and up;39;31
programming;learn.apps.unixprogramming;Learn Unix & Shell Programming;107;4.3;50,000+;3.4M;4.0.3 and up;45;62
programming;inventionsbyhamid.javaprograms;Java Programming;142;4.1;10,000+;2.0M;4.0.3 and up;49;93
programming;com.cyberloft.pascalprogramming;Pascal Programming;102;4.4;10,000+;7.5M;5.0 and up;51;51
programming;com.soft24hours.dictionaries.dictionary22;Programming languages;31;4.3;10,000+;7.2M;5.0 and up;14;17
programming;wiki.algorithm.algorithms;Algorithms: Explained and Animated;6584;4.6;1,000,000+;41M;4.0.3 and up;2505;4079
programming;technark.bca_courprogramming;BCA - Course Programming;677;4.4;50,000+;5.5M;4.0 and up;330;347
programming;com.enki.insights;Enki: Learn data science, coding, tech skills;15384;4.6;500,000+;12M;4.3 and up;5498;9886
programming;com.thenewday.programmingcalendar.tpc;Programming Calendar;60;4.8;1,000+;4.2M;4.4 and up;20;40
programming;com.krazeapps.basicprogrammingcompiler;BASIC Programming Compiler;14;2.8;1,000+;6.5M;4.4 and up;12;2
programming;com.easy.hp.ctutorial;C Programming App;1119;4.5;50,000+;5.0M;5.0 and up;585;534
programming;com.superdream.rprogramming;R-Programming;26;4.2;10,000+;2.3M;4.0 and up;15;11
programming;com.getmimo;Mimo: Learn to Code;90248;4.5;1,000,000+;16M;5.0 and up;36884;53364
programming;com.programmarc.java;Java Programming Bangla;80;4.6;10,000+;3.6M;4.0 and up;36;44
programming;ab.java.programming;Java Programming;9578;3.4;1,000,000+;3.5M;2.3.3 and up;3156;6422
programming;app.oopcodeskyhive;Object Oriented Programming;68;4.1;10,000+;3.3M;4.0.3 and up;20;48
programming;com.appsfactory.learnpython;Learn Python  Programming Free - Python Offline;990;4.6;50,000+;15M;4.4 and up;497;493
programming;name.antonsmirnov.android.cppdroid;CppDroid - C/C++ IDE;30266;4.1;1,000,000+;46M;4.4W and up;7749;22517
programming;learn.html.programming;Learn HTML Programming;35;4.1;10,000+;2.0M;4.0.3 and up;20;15
programming;com.reezx.android.learncprogramming;Learn C [NEW];380;4.4;50,000+;11M;4.0 and up;148;232
programming;c.spotapps.com.learnc;Learn C Programming Language;14;4.9;100+;2.0M;4.4 and up;6;8
programming;com.codeintelligent.onlinecompiler;Online Compiler | Programming Languages;38;4.2;1,000+;6.1M;4.1 and up;32;6
programming;com.codepoint.learnjavascript;Learn JavaScript Programming - JavaScript Tutorial;56;4.3;5,000+;3.5M;4.4 and up;33;23
programming;ltos.learn.cand.java;Learn C , C++ ,Java,Android-Smart Programming;58;4.0;10,000+;4.4M;4.1 and up;25;33
programming;com.clickapp.ik.listview;IT Books: Free Programming Books, coding books;10;4.8;1,000+;29M;4.4 and up;7;3
programming;com.spyboy.cprogramming;C Programming;107;4.4;10,000+;5.9M;4.1 and up;55;52
