Bundle Id;Número de estrelas do comentário;Texto do comentário;Id do comentário;Data do comentário;Numero de estrelas do aplicativo
tursky.jan.nauc.sa.html5;5;love it. feels like in the sea of programming languages. the best refference app;gp:AOqpTOFPy5WW0YRtg0tZB36rBiQMimxim_7FlQLyVQNJpKBwzONCWnPMSoTz_-Ef8bMjkbLqURvMmWHkagCkHN0;2018-02-21T14:15:47.330Z;3.8
tursky.jan.nauc.sa.html5;5;Nice app;gp:AOqpTOE-F-TPQmkfo_g9ob6e5hmb9fV6cEoHusfCxkPzYIcGautl5qUpWWKdQjAW9mz4dJf4B7qrYW1E-sUckBI;2018-02-05T03:43:32.799Z;3.8
tursky.jan.nauc.sa.html5;4;😥Farsi language do nat support;gp:AOqpTOH-IV-fx3_SwhT0aTv90_GImNCKw9j2zIjmn6SKDFUPRReyguCBis2lxGmMELx0KBPXWz5XdbYrZSV4BHo;2018-02-04T17:17:16.304Z;3.8
tursky.jan.nauc.sa.html5;3;Not worked in my phone showing some problem;gp:AOqpTOGXn_HV8f1WhF3pQ73CmpdxugcmI7njjIVUhJJ-bXIvNoCbaPoFOtAsvXrQHomuxlhhnOivqqJ5744mDwg;2018-01-27T17:33:29.750Z;3.8
tursky.jan.nauc.sa.html5;5;Wow;gp:AOqpTOG7XAdiS1pmOkiIjKDB4WSji9REehzchH-rpKj_pUyJ1auYM2kZEQmrqFORuYsmiCrIH3MI5HibYXSplrE;2018-01-02T00:26:46.624Z;3.8
tursky.jan.nauc.sa.html5;5;Everything. Well close enough. It satisfies.;gp:AOqpTOGhtvts9wpf7P49KAtigJ1swO7PN1afP6L9HuFkpQKpTh7IZ1G0SIMBTorUw5YNtnl767kHegqp6hfQTKU;2017-12-09T02:00:59.940Z;3.8
tursky.jan.nauc.sa.html5;4;Best app for getting basic ideas about programming languages;gp:AOqpTOFlsPt-hgIfo1kTyjDhHE681X_mjlCSaDfUBMuT3_o8QLHhVYODIUBK6MAGm_jS59OChWK7iBDbibDi_io;2017-12-06T20:09:49.744Z;3.8
tursky.jan.nauc.sa.html5;5;Nice for coding;gp:AOqpTOEZjFuAyjyjBrHlRddudqk401mKZjBIPJkVMzIysRRocU4coOUmtJ_lARNWQSydownmMWjo3oB_j3h3iPo;2017-11-28T16:27:32.954Z;3.8
tursky.jan.nauc.sa.html5;4;Best app for beginners;gp:AOqpTOEYiegUUBufkhLDtmqVhFU6K7EBAe6Z5lWCIawzsioBxIASdMnwpBjA0E6LiKrLMNXSkFadYJN0U2Hcrow;2017-11-19T17:51:30.780Z;3.8
tursky.jan.nauc.sa.html5;4;I love This App.;gp:AOqpTOEL1d2Ro3HX70BRhdEupKKYGm_MKH4Q8_CeGhwsfid2_ga_0nOERZTkIs_uu4nu2eTJcpc_rtORp6Q6td8;2017-11-02T14:07:01.514Z;3.8
tursky.jan.nauc.sa.html5;5;Its awesome;gp:AOqpTOEJ__d5zv0tACg1b9sVjDaXp7QVvQa11my6wqjLcZ1GMU2wIHWskXPQWSWAAlcvR9ZqP8bFompgfyHqGKo;2017-10-18T08:05:32.106Z;3.8
tursky.jan.nauc.sa.html5;5;It's good if u add some modul e.g.. source code for small project;gp:AOqpTOHyOdOKiCtyEf6RpjRo8e8DKcM9HLagdMJT3x5dIb_mi97JgQdUkcOOg6Tw-eTJSGnQg5f5W0xHtnkQ3LM;2017-10-17T04:16:24.645Z;3.8
tursky.jan.nauc.sa.html5;4;Well, it seems okay. I could have probably given 5 stars if I'd had more time. But I got a message hovering at the bottom of the screen saying that if I wanted to contribute anything more, I would have to rate them. So, fine: you want me rate you after I've only spent a total of 10, 12 minutes tops on your site/app? Then you get a little above, "Eh...I guess it's okay." Your loss. But in all honesty, it looks like a cool app with TONS of languages to-I think-learn from. Navigation seems to be a little difficult, though.;gp:AOqpTOGcYZtbFXY3KFmYADhcP0TvnR-rN16gNfQYJGJHtiC4B_c93L_i5mtvqTSMkzJzFtg5TQ_twwcv2uVaOlQ;2017-10-14T22:45:36.980Z;3.8
tursky.jan.nauc.sa.html5;3;Tutorials are not organized.  It makes it difficult to navigate from beginner to advanced tutorials.;gp:AOqpTOHi0V4MHQXRmhVyTFpNJIGgL3k8xi0QB8hBjiIkWvDdDI5ioS0usoqym_Xu6FX9M2VA0ymyWwYdxAAWLRw;2017-10-06T08:43:13.107Z;3.8
tursky.jan.nauc.sa.html5;5;Nice app;gp:AOqpTOFP3jDe4KugcWH_PoGmlHJKzstKV1BWP0tSNOpuJ7ylE6mfsgdISrvlLVFdPXjtusgaxRIbWyJoEQrKkbU;2017-10-05T06:34:17.330Z;3.8
tursky.jan.nauc.sa.html5;3;Please you could have made the tutorial to be downloadable offline.;gp:AOqpTOFnNIdo_Fbp80-Xfco9yfsyqd-tVUYl4TGJdasytjllsQb2zIqT2nobkKHbh26elVpVxPxKXYHwnX0Nhro;2017-10-01T14:14:23.236Z;3.8
tursky.jan.nauc.sa.html5;1;Doesn't work :(;gp:AOqpTOETlmp05yOnNzz7lPGmbtD_yJs82D7xKItaIxPi_x2EBuC1e0CzbsM4PPbMXgqlO-3g2veA5LrXw9bmsSE;2017-09-25T18:09:17.387Z;3.8
tursky.jan.nauc.sa.html5;4;I like it. Do add more languages in the future.;gp:AOqpTOGlyjnXaa1x5tDOYGEj9BgPqeLviStglEieTW3PolJybQiBqjUwip5WvU6Cop0sb0O1HNq3hjfhZ3rPKQk;2017-09-25T12:27:03.127Z;3.8
tursky.jan.nauc.sa.html5;5;Excellent app for beginner programmers;gp:AOqpTOGPacyUCD-4MWPhcof9O7csQNfd5Q4jcYGn7DdxWU4e9eD8T9ekc7KuOVD4Tb2SnPvc9nAFCG_3R1RjeY8;2017-09-24T06:17:00.176Z;3.8
tursky.jan.nauc.sa.html5;3;Good app with decent content, but the scroll boxes containing the code can't be scrolled without swiping to the next page. Pretty annoying and makes the examples redundant.;gp:AOqpTOEuk_4w0NcH6R25ebIPi-VAP6QOQi0ULulYUa2n5wjtc3DqYHVpOzn-46tp6WZHBvpYD0hes8G0pWv2YN4;2017-09-22T17:06:40.713Z;3.8
tursky.jan.nauc.sa.html5;1;Older version was better;gp:AOqpTOHzCO7VMhaoVTSSiobFTpfhMlGELfkYuBoLvd21tSRj1ifqS4yzi_q7mMhQR8nDBvgOqfUi2P4qvUeXkMc;2017-09-14T03:01:48.332Z;3.8
tursky.jan.nauc.sa.html5;2;Meh;gp:AOqpTOGkkhOEbR5eIF5AxA9I5lL6N1DhDOYUJL6hdbWZu9bsQOwBiK19aisbXIMcFyFkhxsmLsEVUalpacR2YiY;2017-09-05T10:19:41.309Z;3.8
tursky.jan.nauc.sa.html5;1;Doesn't work! It only shows that it is loading and nothing more. Went back to 6.7 version.;gp:AOqpTOFYcrQ7sYhQ25f0KK764qg2soB3XSjhlbX8Wz3UMOmLOOp2DyS6YxSHfBUMn7qU5v2mjmEAewJF5xVYOGs;2017-09-03T10:12:26.328Z;3.8
tursky.jan.nauc.sa.html5;2;Dunno why… but I love the original version way better. This update just doesn't cut it for me 😕😖;gp:AOqpTOG-rKY9lfVbVc59-BTezvisdWo2kt_p78V7JOw6fivwEf39p9kFrbGXxnyHLsdkB1eUHSaMiTOYDRD46GA;2017-08-31T13:38:27.999Z;3.8
tursky.jan.nauc.sa.html5;5;Great and very organized .. i love it;gp:AOqpTOG5XlW6ITQTsDRJkvNq6qUJRkVfYnZ627aaI_RQz1i9Ipgi25ncCYcRhugqprEL7LKkEaT921qsLlRSPiE;2017-08-26T07:54:42.226Z;3.8
tursky.jan.nauc.sa.html5;5;Amazing. Such a neat design and such helpful information!;gp:AOqpTOEnNAvZrsvdb1bEQ3eWsq8rjZH_Xpl185YoR36z9ZBnMYBBUn9bNWOfUUKOpXBAhBf-7_o8Q9JVo8pFoPU;2017-08-24T03:49:26.676Z;3.8
tursky.jan.nauc.sa.html5;1;I liked the old version;gp:AOqpTOFs_WKfpWFTAzVOGCy1oHBdUzJQ0LuhECxWdkzd1yaPP9V5oSuRrkkHO_2QHXdEukmxjmxFfHxZt7NYfwI;2017-08-23T15:26:21.873Z;3.8
tursky.jan.nauc.sa.html5;5;One of the best apps to practice the words you have been learn programming and practice another one's;gp:AOqpTOFPoT-0ygi0Ad46l4euFlN76nf4JBgvKb7Wk5qVvA1wxZ4-pKCrZp6p5tmRa3ZV8feQECo5Kv8Vzedlbw0;2017-08-21T19:23:25.164Z;3.8
tursky.jan.nauc.sa.html5;4;Great reference app been looking for something like this;gp:AOqpTOH7a-ueEkNKUGJpuRQGg1r-TZFOclc_5I4UlywZzN8j7U9is1FIiLwEioiS3GP3FBoDCkQjf1f8LQsqj9s;2017-08-11T22:27:12.320Z;3.8
tursky.jan.nauc.sa.html5;4;Great app! I think it could use some more abilities and a better layout and be a bit more user friendly. But overall, great concept, great work!;gp:AOqpTOH3WlaamiXJJeLg9pdyg2ksl9XKbyQweGcfex2fuJpqfcqY-SYL1Xwb4Oi_8JcGHqPHH3u2ej8gGGulnDk;2017-08-07T04:30:55.768Z;3.8
tursky.jan.nauc.sa.html5;5;Fantastic 👌👌;gp:AOqpTOHPESmAbzoXbcfIL_5lYGeSAiGFvC2Mvq-fpfU6LE4d0nCZdIpELKF8TzDPfd-EaAWt0r8CHznP4fu9nJ8;2017-08-03T12:52:14.517Z;3.8
tursky.jan.nauc.sa.html5;4;That's good;gp:AOqpTOFqvnXSGb4g94sfnxzQd5ECZd0O6lJqWf22oDdv1EOK9wcCWYiE_kXquNzdAHGgojyqoeS6VKckRxQzRoQ;2017-08-01T03:56:08.989Z;3.8
tursky.jan.nauc.sa.html5;5;Thank-you team;gp:AOqpTOEQM-2_AxIfjxP3ynkEr9M5LzxUgpcnYN10BayoHlVNWPdmk4bSNz1ml8IuPZzbqUkl7C-fgglWNjOdMmA;2017-07-18T17:08:00.917Z;3.8
tursky.jan.nauc.sa.html5;4;This app is easy to understand for an amateur like me.;gp:AOqpTOHZdicokcxMwZRWasbOBdUzwzFCn94_Za3bBITQW5aIjkMZSLQvknP-uRMaY3A5Qi9VxsyfQeVlCs__zEQ;2017-07-08T01:50:14.691Z;3.8
tursky.jan.nauc.sa.html5;5;Need example in interview part or faster way to go  to next lesson in tutorial part;gp:AOqpTOE0zqQBPmQxaU82PqVEawqHHdu_Wzx8Bmwi5aB5XvFoE9ZDWxo2CHzpAw80IEWTuetqAcGbzFE-_BLjnCU;2017-06-29T00:28:09.782Z;3.8
tursky.jan.nauc.sa.html5;1;If I changed my handset I can't get my pro version... That's irritating;gp:AOqpTOENBNGjpLJ6fs9qBz1VUB9LZPfl6k3hCi7FtDWUBnpzGNOK9WtsRLoQRvwcbdphIIaVW3UNbiptXqdF4K4;2017-06-26T18:41:29.907Z;3.8
tursky.jan.nauc.sa.html5;5;Have less info about lang but still good best better;gp:AOqpTOEh5Nb816a8_enuZVy80SUPSzJ0iC6zu-q4MtXl9IbOGBdR7hOdAmZ0ss1nOutkjjS-PpcO828rpxAOo-o;2017-06-06T20:05:45.881Z;3.8
tursky.jan.nauc.sa.html5;5;Lovely app. It's perfect for me.;gp:AOqpTOHJZQoHz89_tk-vIPwIBprh199uZbUc6sL8mHFyjEFk5MJ-EjM0SYjdv9y9HGNLH05Tr6urAJAgFI8G1E8;2017-06-05T16:18:41.867Z;3.8
tursky.jan.nauc.sa.html5;3;After new update source code in all programming languages displayed as HTML code. Please fix it.;gp:AOqpTOGnNKdqA_74n0RMpONbDfNAwhuBPBbSzwZ2Ge2kJ1KoG0hBvnBsZVuFbn7gcZ3M6QD3TzSR7xRuAcY5OII;2017-05-25T18:34:53.100Z;3.8
tursky.jan.nauc.sa.html5;5;Nice;gp:AOqpTOFWceemv9Mmy8Q9vk_WkaBLXWz3iUZnz_XwYvFc0IPH_r3U8D1YbIVF__KVe6ErqsuaTB8FqDpCPCrhpgw;2017-05-21T18:00:33.849Z;3.8
tursky.jan.nauc.sa.html5;5;How to use all friend;gp:AOqpTOEJAq94gLFrvGCeVoT2iVPHzs_4dmNV2m62fvMA7LzcEaVa26cOlVNu8PyZV_nYGvZkT5Yl_Qh3H4aE0k4;2017-05-21T00:29:00.484Z;3.8
tursky.jan.nauc.sa.html5;5;Great...Guys...Your App is Great,I suggest you if you improve tutorials sections.. It make your app more great...Again Love you guys...Keep it up;gp:AOqpTOEi0dXB3rzqd9cJherGzseMsUL1JZVFFS7C3DWOn-T_fUizz62_aXzYIRYt5eZ6wuo0aDaStuESPQLrydM;2017-05-18T18:54:48.861Z;3.8
tursky.jan.nauc.sa.html5;5;Amazing tutorials especially HTML5;gp:AOqpTOHi3-L8-cPuCtTssAWExwBT6Gq2HnsZ67avDwSl-ldKeo0YiQz7hkVG5-5eV0MI5eGPa_RJdAK5JhXDKlE;2017-05-16T04:39:53.205Z;3.8
tursky.jan.nauc.sa.html5;1;waste of time to even download, full of annoying adverts;gp:AOqpTOG-OzifBAYDfeuaGh8-xSlWoBxP9oj_k2hKq2ckuWhhFMMEKeAwTZfi2IVT8AfePaLC4ThoFPr2mMAJHn0;2017-05-08T15:37:16.529Z;3.8
tursky.jan.nauc.sa.html5;5;Super simple;gp:AOqpTOGf-jat2_2rPPLbRRd1NKywm7xeT5VCx-sRjARYeUy6-amaf_jKWY-ytvXBuivIPkKZD2C3uZRe0NhKBv4;2017-04-29T00:28:35.754Z;3.8
tursky.jan.nauc.sa.html5;5;Good;gp:AOqpTOFuFoIXG41JJY58JDV-DwcACTROEnz9cFvdZzIyg8hVdop9kdL8KXMseD9QPFEq6oBGs4zIOTQ92lwKUN0;2017-04-28T11:28:06.899Z;3.8
tursky.jan.nauc.sa.html5;3;Not sure;gp:AOqpTOFjJp4ad08sMmexBNpG2KMHIEMJC889-G6Q8fJSWB8oxBKUIfN5dPzHTl7jBR5OvevbMSjypt1HBU1iSS8;2017-04-08T14:33:32.799Z;3.8
tursky.jan.nauc.sa.html5;5;Just what a guy/nerd need@;gp:AOqpTOGDEzn_FrXIiIrXmGbHaShh5JqBBQkbJlsOwjeb30g9aCHwiq6sFP5pqgQQGfNxitOxW3WEqH2yYnKOp4c;2017-04-05T02:28:31.562Z;3.8
tursky.jan.nauc.sa.html5;4;Works well for me;gp:AOqpTOGnBf8gzld60zHfac8krI6S9-fPSBhWge1BkiNko59tKQkXR6tRCudCxOrCOii1I7msLpInGsiAlCV8ZjU;2017-04-04T14:59:31.239Z;3.8
tursky.jan.nauc.sa.html5;5;A programing teacher in my pocket.;gp:AOqpTOGB81rogfZNBlRbVJj3ZqTuUmyeb4HqXA9GyBPVCczn1472exYl_XKwMANYx5e9BPhVDeWCSvkSKUn6ZSw;2017-04-01T15:53:02.136Z;3.8
tursky.jan.nauc.sa.html5;5;Best app for programmer;gp:AOqpTOHlp4Xe4yX8VQnS7gPupCeSIYpTTF-Pm5Lbn5bZ6OaHhgJJIlCb-n2N4H95nX6TVR2UfyByodcvv1Te1zM;2017-03-29T03:14:48.763Z;3.8
tursky.jan.nauc.sa.html5;4;Super;gp:AOqpTOG6vg5wHQ8WPG_uVOcSyoF5UmwczN5vNGklu37O9RDRrd0BbY0z4gz6an-dHUadB7MQFRy6POdJosYdpgw;2017-03-27T06:35:59.863Z;3.8
tursky.jan.nauc.sa.html5;5;Tx;gp:AOqpTOEAXmpOffHjKqTT3uvM9lnU-G6ImZeZ7dYUc3bsgGu1UEZPo6okjv1yin4lI9vX9AKVcivFcDdWm2kjmNA;2017-03-24T21:28:55.294Z;3.8
tursky.jan.nauc.sa.html5;5;I haven't tried it yet, but I hope it will be great;gp:AOqpTOHB_UTr_GutZHI6jI45yNL-VYHwkskyZw5isyfuwhjbHPGEauajOvMRge3CVFMk2wndfvqkXl1-A4dn0AM;2017-03-16T22:07:02.000Z;3.8
tursky.jan.nauc.sa.html5;3;I can't save properly. It always adds things to my program and puts all my code into one step. Also, I wish there was Python 3, not that it affects my review though. Also, when I run the program, it doesn't work. On the output it just types the code itself. 🎮🎮🎮;gp:AOqpTOHo6VF7llzft8HWQLIipfV2mk6eGDWRZa2NpJyGtsJqRWCh9zzstG8h8WHbyqqMipFUsavQKlHqdYZDKXo;2017-03-08T00:24:34.420Z;3.8
tursky.jan.nauc.sa.html5;5;This is so Superior;gp:AOqpTOFvNRZyzkK67UzP3grDxM0uHKGrshQctyRJghx_2vPjDwMkKVQx6qxbrfV82_v47B5D7vLoQ3MKtcxXeAM;2017-02-23T22:50:36.569Z;3.8
tursky.jan.nauc.sa.html5;2;Clicking on Erlang and it says no content, clicking on Haskell same.. html yes there is some content.. huge full screen adds when you click buttons.. sorry it's terrible!;gp:AOqpTOE1SsdhrI4wxd6NvrF9bvIQRAp48C95Fj8eJUIGlJM0nqNW5VyPUTnJ3ltX-G9tebAPQsmnsUpH7KRMYOI;2017-02-19T09:07:42.572Z;3.8
tursky.jan.nauc.sa.html5;2;Sadly, is crashing and not opening on my LENOVO Tab3. Too bad, because I REALLY love this app. :( I hope you can fix that soon!;gp:AOqpTOHsbDu_KGyognSIrlPRVgtK7U9lGFoXPT3kLgpKidjwYvWaqDbPtO3PkMjKkP19SBK_wk2VUMo1mvULPr8;2017-02-08T03:56:45.658Z;3.8
tursky.jan.nauc.sa.html5;4;According to me it is well furbished app with clean&lt;user interface,but what's irritating is it's sand box, no doubt it has got chunks of data, but though you have selected other language to learn (JAVA,C,C++,...) the source code for each and every language are still in HTML format which is meaningless, and it doesn't makes sense to me at all. PLEASE TRY TO MAKE IT MORE EFFICIENT DEVELOERS.;gp:AOqpTOE9Hjkbn-6o7L7Dd7pOnsBpvs31ApkGsaNso6wpimRac1MhxRUvei35W31fNpTfloXpTxmkWltd7bBuA54;2017-02-02T18:46:48.599Z;3.8
tursky.jan.nauc.sa.html5;1;This apps is not Good, It crash all time. I am using Android 6;gp:AOqpTOGgiHWhUvitvgDyfCECFwFSh6uATtquc6DOKJoqz9UvXbXHGRdR5Ui17yIuXIjgRdKt-gJ7CvzcAD1d-Ng;2017-01-30T09:53:25.845Z;3.8
tursky.jan.nauc.sa.html5;5;Awesome;gp:AOqpTOFpeoLOp7gKwFqq3-M5mKcBxzDzyYg7pkep47oeK8LwdGOXaBIj0DaW6oIkBg2VE-MvKW8Yr8t_0Bfa2Mg;2017-01-23T02:06:47.166Z;3.8
tursky.jan.nauc.sa.html5;1;Good;gp:AOqpTOEQO9TGurJd14lWWu6L6paOKuVNOislVD7Q1Wv5lkU5kzwdwxgdoDFEatJdgzBOccVEQizKCCWOdN9D6BA;2017-01-16T16:42:00.699Z;3.8
tursky.jan.nauc.sa.html5;3;ok;gp:AOqpTOGh0t5M_tkuA17dtaOuql9vz8AkNlloFEivfn0YsSubb-xBNK6uxFYcTPSXavYKS7KTC5VWsaFqupTwn1g;2017-01-13T16:47:11.775Z;3.8
com.learnprogramming.codecamp;5;It's cool;gp:AOqpTOF_g8sFo6NPXmKd40ee7Aw8da7VbavzQ_A2ADJfE-hw5AGQfctkolMvOx5t4CDS7AtgCCxGxQIj5RlxLw;2019-10-12T23:38:02.891Z;4.8
com.learnprogramming.codecamp;5;Good app;gp:AOqpTOGfb-UONpSKszWeIZy2tt1sxUBWMaW0zPyLp3Vd7JimWcNCsHWE0n1abubz46cV75P60SEQhI83C7nnzQ;2019-10-12T22:41:45.606Z;4.8
com.learnprogramming.codecamp;5;just amazing for learning programing. it's also so funny;gp:AOqpTOE_UFCkrUIcQ0VRV6vzIenitNhufn-lOVWfptffAtJj9RYCQWw4K0vgUQ63X9Dfu92_DmZMT3e9QXz1jA;2019-10-12T21:18:02.250Z;4.8
com.learnprogramming.codecamp;5;Really easy to understand steps and simple to remember.;gp:AOqpTOGcN2-85rznwL02d3Xme4rYO37eDqQKJQgQk1ItNUr719G04gqFqy8whWfYNyWu5E7Emgku47OZvASHSA;2019-10-12T20:58:41.548Z;4.8
com.learnprogramming.codecamp;5;Excellent app.....It's very help to us learning programming. So i'll give 5★★★★★ Star ratings.. Thanks a lot for this app.;gp:AOqpTOGOeDFT32hF56-2kcpkgNQAhIWwyGOvy2sVwM1lC235STeQ5RX4NLTUg9g-ggO6W2HRdT1DSVWot0SeSw;2019-10-12T18:40:02.230Z;4.8
com.learnprogramming.codecamp;3;After update new version code environment not working. Crashed on my phone samsung A10;gp:AOqpTOEAf1v0MhdaCdGMhgVW0dZtv2AXPIFZMqO4kKCiRGpw-KnZjulV1FdICW5dnVUYFzglG2NDOh5R4DcQnw;2019-10-12T17:49:14.459Z;4.8
com.learnprogramming.codecamp;5;Wow;gp:AOqpTOFylKKZejWBMNYiHh7SqvLo7hPLYTnKUnDngW8Vdp_UhVQuW-oABTnQlRjDluStyCEennpq-NFNBW1Sdg;2019-10-12T17:19:40.440Z;4.8
com.learnprogramming.codecamp;5;This is a very good app for learning programming.;gp:AOqpTOGjUyoYBBxS_r-2zAd76jP40ubMU588ZdfKL6PNi6_1H0j5uaxT96YsqzhKrawgccD6Sg19U2gmIwyW4w;2019-10-12T15:16:02.859Z;4.8
com.learnprogramming.codecamp;5;This is a very good app for learning programming.;gp:AOqpTOFLUQdY_3m9fv9q2-9EraaLSGXo2u8pgJ0MqW3QNCm8htIUtWLQLSDQ-fWoRjzqL9253dTZQO431Wdnjw;2019-10-12T14:53:08.827Z;4.8
com.learnprogramming.codecamp;4;I am learning programme . this app is very helpful for me. Thanks a lot ....;gp:AOqpTOE-x8sv2ihIwEakly6ptqiJdk3kBIovMj9e_dMXHpqOg5W76q15QWb_sHaLEQg4ZY64S-Ty7BLVMSgcIA;2019-10-12T13:29:28.771Z;4.8
com.learnprogramming.codecamp;5;Better than others...;gp:AOqpTOEwvHiwVjxbB5h9tH9zKvXAX6rxd5rP-uBb8rOTA2pMcgVkxVziALWt67WXpKHqCpD_K79e2WlNtu_sMQ;2019-10-12T11:40:30.628Z;4.8
com.learnprogramming.codecamp;5;Awesome;gp:AOqpTOH4OLVVVk18jAqQR_rKTQ8T13B3t4T3zeM_SWOL1KSmGJQ6GJ7fW5Iq-At30bTWsFRm4QzOJEXkL7ViKQ;2019-10-12T11:11:21.519Z;4.8
com.learnprogramming.codecamp;5;Cool;gp:AOqpTOHGEd3ZGfpZJvM1LBrpWWOwgfU39-YnfRw6MECTB6GkccaIlSdq3HsU8TX5FuFhGwipd3dhmu1DNfNfAA;2019-10-12T10:05:22.672Z;4.8
com.learnprogramming.codecamp;5;Its Awesome;gp:AOqpTOGUwxscF-8aLmRrq3YvbQzYfDpCb72SQxPOaDTIbKRZU18Gw6FklqqzG6_IKN1DvxX91Ku6Z11g3Q1qIw;2019-10-12T08:10:53.411Z;4.8
com.learnprogramming.codecamp;5;DIS IS DA GOOOOD;gp:AOqpTOHVjh0jxFAaWhFUzajtDZZQywARWN1HHKeN4vdjx0X1VZIwt-46DON2mYpdr2xJ5Rmivrk1IinJDJo1Mg;2019-10-12T07:13:03.471Z;4.8
com.learnprogramming.codecamp;5;Very useful app for learning programming;gp:AOqpTOGErNiwbmkPD4P3CNAHms7j-8O4u5-k6KOjuZtriaIoaOG7iBxlR925EDzgeXY35pftg26teMQ96Ho0bw;2019-10-12T07:05:55.934Z;4.8
com.learnprogramming.codecamp;5;Very good idea process;gp:AOqpTOEkMkiXRj_8hYywcOWYayRJGl8PPmilZgLMc-Wn8aub45nNXxzFtuWX6B2hnOJTO98aKV4Ixqc4hLDOyw;2019-10-12T06:42:02.664Z;4.8
com.learnprogramming.codecamp;4;Nice way to learn pythone;gp:AOqpTOHWGKJWOfMZJpBpgCHk9FUmsVw04DkN096cBEU-Y1dsUDQkafK8sfUObXwicskiPYA7BFnv377va40vsg;2019-10-12T06:27:20.301Z;4.8
com.learnprogramming.codecamp;5;Interesting;gp:AOqpTOE5NRMzRbCl42hR1fCuxzbXoKmzhp5F1Ua3McebFAEOvucUy10I7rYzWL9C7XInINqAZTKIyXwwsc_RlA;2019-10-12T06:26:50.283Z;4.8
com.learnprogramming.codecamp;5;👍👌👌👍👍👍👍👍👍👍;gp:AOqpTOEooGbJP8HBFG8gNmHJBNVK8oLJZMMTPix3rZtPtNAW1c60wRGxyzE2fLDSw9WtytswqMNJaT8iz1nlNA;2019-10-12T06:24:50.181Z;4.8
com.learnprogramming.codecamp;5;Nice;gp:AOqpTOG4U265UEXfgj2PC4ZulCNzW528D5RurCh1wPZOZJBvn01VefNvAy_iiE0_C0QsbBZjyYH52Mi5XursiQ;2019-10-12T06:19:56.646Z;4.8
com.learnprogramming.codecamp;2;Stability is low;gp:AOqpTOHc4HSvsE-XAyrSMSOqIpdyLiqKq0YdSiU9b_teaDEDr9SCCqPs7m1o1Ncw2AN59IRFgxxnEJoGRI-DwQ;2019-10-12T06:00:51.559Z;4.8
com.learnprogramming.codecamp;5;very useful;gp:AOqpTOHbtq_x5ufu9vghe_ea_Q8AxVPDR2CgMaVCfMikoAGO9L111KXeD4zMS4hwLjDXEVaVY5RWMRKIR_Veug;2019-10-12T05:44:53.210Z;4.8
com.learnprogramming.codecamp;5;Loved it.;gp:AOqpTOHErZLUN63AsjaIXm-nOjwSMmlFbkoQ782RhAFSZl1QGj99YGlA2wLQ4ZdLTZKjgHHIiARInw2JF9p6Ig;2019-10-12T05:27:37.319Z;4.8
com.learnprogramming.codecamp;5;So much helpful apps for new programmers learners;gp:AOqpTOHKn0n40CgqywicX-2J8YCU8yRp-ySt2DaBD3prQ45zvC1hJfMtyRUcbAvtkWivQnKDBCHzGHPOgZmjjA;2019-10-12T05:00:14.736Z;4.8
com.learnprogramming.codecamp;5;I like it so much.;gp:AOqpTOEqVyPagjifNJK9xBQf7LkOycao6Rcq3VaJXKlkbiQMsSB_QFsX47uhTaNi2GRVWaZENweKu0icnaqONQ;2019-10-12T04:43:05.263Z;4.8
com.learnprogramming.codecamp;5;Very good or intelligent type apps for learning coding;gp:AOqpTOE4c5F27-QidIbluZFhfCQFORjxFfeXPTWtwClEnt7gC4ZLcl_C295Dd4CpsakQLoaWAo6avwmra5xVHw;2019-10-12T03:53:23.410Z;4.8
com.learnprogramming.codecamp;5;It to much fun for learnig program;gp:AOqpTOGuIEFtTcswbsnWliB_ky-xNlPUcFi_iGfHRg3w5aI4AaxbMba76BjdfSIzBtTBno0Eu0nIxe2uBbDZzA;2019-10-12T03:49:27.761Z;4.8
com.learnprogramming.codecamp;5;gugu gaga;gp:AOqpTOHhanURavMjB_xLbpOBxC54fXQWMrFbVzs72hPSzJC39_NU6q_y8BOWy2U7gbMeUMIJllHn2fioifigxw;2019-10-12T03:36:38.208Z;4.8
com.learnprogramming.codecamp;5;I like it, learning alot;gp:AOqpTOGe6cn-dGsyLt0X0_xfXZW_l1D9GdrEkuxieaYMAg1dVdRUE6yzdCCW0gsTgDlcD2cZfpNpt8N96k_MEQ;2019-10-11T22:33:05.472Z;4.8
com.learnprogramming.codecamp;5;This app is useful as it gives small reminders or exercises of previous lessons so u dont forget;gp:AOqpTOEOd53WgIhvjNjedvUDy5Ama3bmKqTpVOkEWDBNFwTz3ZwrT0kzK3CNE1u4Tcm4AguRUjkUj9M1T_wU-Q;2019-10-11T20:47:54.416Z;4.8
com.learnprogramming.codecamp;5;A couple of typos here and there but a good learning experience so far.;gp:AOqpTOF9OnY6V2Bfb78uSMNQxMfOClTZCa61ArwtDoExXcYW8HuCb_C6qKk6BqbJguiXH-1M-6syWXgTqiUR7A;2019-10-11T19:54:29.801Z;4.8
com.learnprogramming.codecamp;5;fantastic app.. it work as fast as google..;gp:AOqpTOHvE6E0i3WVJK0QfWErol3xqf27LX00UfUFrrWp-XhQdYAuOWEQl4j6ekQxP6tmT7qOvFDijlgLFma5og;2019-10-11T18:26:23.191Z;4.8
